Name,Labelbox category,Supervisely Category,Labelbox Object Title,Labelbox Title or Answer Text,Supervisely ClassTitle or Tag,Supervisely Values,Checkbox for follow-up,Assigned to,Table 6
"""Back-side railing""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""bridge (built works)"""" """"objects"""" -> """"title""""""===>""""""Back side"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""bridge (built works)"""" """"objects"""" -> """"title""""""","""Back-side railing""","""""""Back side"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Back side""",,Samy Boutouis,
"""Complete or partially occluded?""-""objects"" -> ""classifications"" -> ""title""-""""""bridge (built works)"""" """"objects"""" -> """"title""""""===>""""""* Partially occluded or Complete?"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""title""","""objects"" -> tags"" -> ""name""","""""""bridge (built works)"""" """"objects"""" -> """"title""""""","""Complete or partially occluded?""","""""""* Partially occluded or Complete?"""" """"objects"""" -> tags"""" -> """"name""""""","""* Partially occluded or Complete?""",,Samy Boutouis,
"""Complete""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""bridge (built works)"""" """"objects"""" -> """"title""""""===>""""""Complete"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""bridge (built works)"""" """"objects"""" -> """"title""""""","""Complete""","""""""Complete"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Complete""",,Samy Boutouis,
"""Partially occluded""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""bridge (built works)"""" """"objects"""" -> """"title""""""===>""""""Partially Occluded"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""bridge (built works)"""" """"objects"""" -> """"title""""""","""Partially occluded""","""""""Partially Occluded"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Partially Occluded""",,Samy Boutouis,
"""Ruined or intact?""-""objects"" -> ""classifications"" -> ""title""-""""""bridge (built works)"""" """"objects"""" -> """"title""""""===>""""""* Ruined or intact?"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""title""","""objects"" -> tags"" -> ""name""","""""""bridge (built works)"""" """"objects"""" -> """"title""""""","""Ruined or intact?""","""""""* Ruined or intact?"""" """"objects"""" -> tags"""" -> """"name""""""","""* Ruined or intact?""",,Samy Boutouis,
"""Ruined""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""bridge (built works)"""" """"objects"""" -> """"title""""""===>""""""Ruined"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""bridge (built works)"""" """"objects"""" -> """"title""""""","""Ruined""","""""""Ruined"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Ruined""",,Samy Boutouis,
"""Intact""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""bridge (built works)"""" """"objects"""" -> """"title""""""===>""""""Intact"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""bridge (built works)"""" """"objects"""" -> """"title""""""","""Intact""","""""""Intact"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Intact""",,Samy Boutouis,
"""Field area or fence?""-""objects"" -> ""classifications"" -> ""title""-""""""fenced field (land)"""" """"objects"""" -> """"title""""""===>""""""* Field area, fence or wall type?"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""title""","""objects"" -> tags"" -> ""name""","""""""fenced field (land)"""" """"objects"""" -> """"title""""""","""Field area or fence?""","""""""* Field area, fence or wall type?"""" """"objects"""" -> tags"""" -> """"name""""""","""* Field area, fence or wall type?""",,Samy Boutouis,
"""Field area""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""fenced field (land)"""" """"objects"""" -> """"title""""""===>""""""Field area"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""fenced field (land)"""" """"objects"""" -> """"title""""""","""Field area""","""""""Field area"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Field area""",,Samy Boutouis,
"""Fence""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""fenced field (land)"""" """"objects"""" -> """"title""""""===>""""""Fence"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""fenced field (land)"""" """"objects"""" -> """"title""""""","""Fence""","""""""Fence"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Fence""",,Samy Boutouis,
"""Stone wall""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""fenced field (land)"""" """"objects"""" -> """"title""""""===>""""""Stone wall"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""fenced field (land)"""" """"objects"""" -> """"title""""""","""Stone wall""","""""""Stone wall"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Stone wall""",,Samy Boutouis,
"""Retaining Wall""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""fenced field (land)"""" """"objects"""" -> """"title""""""===>""""""Retaining wall"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""fenced field (land)"""" """"objects"""" -> """"title""""""","""Retaining Wall""","""""""Retaining wall"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Retaining wall""",,Samy Boutouis,
"""Complete or partially occluded?""-""objects"" -> ""classifications"" -> ""title""-""""""fenced field (land)"""" """"objects"""" -> """"title""""""===>""""""* Partially occluded or Complete?"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""title""","""objects"" -> tags"" -> ""name""","""""""fenced field (land)"""" """"objects"""" -> """"title""""""","""Complete or partially occluded?""","""""""* Partially occluded or Complete?"""" """"objects"""" -> tags"""" -> """"name""""""","""* Partially occluded or Complete?""",,Samy Boutouis,
"""Complete""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""fenced field (land)"""" """"objects"""" -> """"title""""""===>""""""Complete"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""fenced field (land)"""" """"objects"""" -> """"title""""""","""Complete""","""""""Complete"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Complete""",,Samy Boutouis,
"""Partially occluded""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""fenced field (land)"""" """"objects"""" -> """"title""""""===>""""""Partially Occluded"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""fenced field (land)"""" """"objects"""" -> """"title""""""","""Partially occluded""","""""""Partially Occluded"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Partially Occluded""",,Samy Boutouis,
"""tag the wheels separately""-""objects"" -> ""classifications"" -> ""title""-""""""mills (buildings)"""" """"objects"""" -> """"title""""""===>""""""* Front Facade, Side Facade, Round, Eave, Top, or Back side?"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""title""","""objects"" -> tags"" -> ""name""","""""""mills (buildings)"""" """"objects"""" -> """"title""""""","""tag the wheels separately""","""""""* Front Facade, Side Facade, Round, Eave, Top, or Back side?"""" """"objects"""" -> tags"""" -> """"name""""""","""* Front Facade, Side Facade, Round, Eave, Top, or Back side?""",,Samy Boutouis,
"""wheel""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""mills (buildings)"""" """"objects"""" -> """"title""""""===>""""""Wheel"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""mills (buildings)"""" """"objects"""" -> """"title""""""","""wheel""","""""""Wheel"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Wheel""",,Samy Boutouis,
"""front facade""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""mills (buildings)"""" """"objects"""" -> """"title""""""===>""""""Front facade"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""mills (buildings)"""" """"objects"""" -> """"title""""""","""front facade""","""""""Front facade"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Front facade""",,Samy Boutouis,
"""side facade""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""mills (buildings)"""" """"objects"""" -> """"title""""""===>""""""Side facade"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""mills (buildings)"""" """"objects"""" -> """"title""""""","""side facade""","""""""Side facade"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Side facade""",,Samy Boutouis,
"""roof""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""mills (buildings)"""" """"objects"""" -> """"title""""""===>""""""Roof front"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""mills (buildings)"""" """"objects"""" -> """"title""""""","""roof""","""""""Roof front"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Roof front""",,Samy Boutouis,
"""Complete or partially occluded""-""objects"" -> ""classifications"" -> ""title""-""""""mills (buildings)"""" """"objects"""" -> """"title""""""===>""""""* Partially occluded or Complete?"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""title""","""objects"" -> tags"" -> ""name""","""""""mills (buildings)"""" """"objects"""" -> """"title""""""","""Complete or partially occluded""","""""""* Partially occluded or Complete?"""" """"objects"""" -> tags"""" -> """"name""""""","""* Partially occluded or Complete?""",,Samy Boutouis,
"""Complete""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""mills (buildings)"""" """"objects"""" -> """"title""""""===>""""""Complete"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""mills (buildings)"""" """"objects"""" -> """"title""""""","""Complete""","""""""Complete"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Complete""",,Samy Boutouis,
"""Partially occluded""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""mills (buildings)"""" """"objects"""" -> """"title""""""===>""""""Partially Occluded"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""mills (buildings)"""" """"objects"""" -> """"title""""""","""Partially occluded""","""""""Partially Occluded"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Partially Occluded""",,Samy Boutouis,
"""Shape""-""objects"" -> ""classifications"" -> ""title""-""""""well (structures)"""" """"objects"""" -> """"title""""""===>""""""* Front Facade, Side Facade, Round, Eave, Top, or Back side?"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""title""","""objects"" -> tags"" -> ""name""","""""""well (structures)"""" """"objects"""" -> """"title""""""","""Shape""","""""""* Front Facade, Side Facade, Round, Eave, Top, or Back side?"""" """"objects"""" -> tags"""" -> """"name""""""","""* Front Facade, Side Facade, Round, Eave, Top, or Back side?""",,Samy Boutouis,
"""Round side""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""well (structures)"""" """"objects"""" -> """"title""""""===>""""""Round facade"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""well (structures)"""" """"objects"""" -> """"title""""""","""Round side""","""""""Round facade"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Round facade""",,Samy Boutouis,
"""Rectangular front facade""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""well (structures)"""" """"objects"""" -> """"title""""""===>""""""Front facade"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""well (structures)"""" """"objects"""" -> """"title""""""","""Rectangular front facade""","""""""Front facade"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Front facade""",,Samy Boutouis,
"""Rectangular side facade""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""well (structures)"""" """"objects"""" -> """"title""""""===>""""""Side facade"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""well (structures)"""" """"objects"""" -> """"title""""""","""Rectangular side facade""","""""""Side facade"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Side facade""",,Samy Boutouis,
"""Round top""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""well (structures)"""" """"objects"""" -> """"title""""""===>""""""Top"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""well (structures)"""" """"objects"""" -> """"title""""""","""Round top""","""""""Top"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Top""",,Samy Boutouis,
