Name,Labelbox category,Supervisely Category,Labelbox Object Title,Labelbox Title or Answer Text,Supervisely ClassTitle or Tag,Supervisely Values,Checkbox for follow-up,Assigned to,Table 6
"""Fountain side""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""well (structures)"""" """"objects"""" -> """"title""""""===>""""""Side facade"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""well (structures)"""" """"objects"""" -> """"title""""""","""Fountain side""","""""""Side facade"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Side facade""",,Samy Boutouis,
"""Trough face""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""well (structures)"""" """"objects"""" -> """"title""""""===>""""""Front facade"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""well (structures)"""" """"objects"""" -> """"title""""""","""Trough face""","""""""Front facade"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Front facade""",,Samy Boutouis,
"""Trough side""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""well (structures)"""" """"objects"""" -> """"title""""""===>""""""Side facade"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""well (structures)"""" """"objects"""" -> """"title""""""","""Trough side""","""""""Side facade"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Side facade""",,Samy Boutouis,
"""Complete or partially occluded?""-""objects"" -> ""classifications"" -> ""title""-""""""well (structures)"""" """"objects"""" -> """"title""""""===>""""""* Partially occluded or Complete?"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""title""","""objects"" -> tags"" -> ""name""","""""""well (structures)"""" """"objects"""" -> """"title""""""","""Complete or partially occluded?""","""""""* Partially occluded or Complete?"""" """"objects"""" -> tags"""" -> """"name""""""","""* Partially occluded or Complete?""",,Samy Boutouis,
"""Complete""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""well (structures)"""" """"objects"""" -> """"title""""""===>""""""Complete"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""well (structures)"""" """"objects"""" -> """"title""""""","""Complete""","""""""Complete"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Complete""",,Samy Boutouis,
"""Partially occluded""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""well (structures)"""" """"objects"""" -> """"title""""""===>""""""Partially Occluded"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""well (structures)"""" """"objects"""" -> """"title""""""","""Partially occluded""","""""""Partially Occluded"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Partially Occluded""",,Samy Boutouis,
"""Animal type""-""objects"" -> ""classifications"" -> ""title""-""""""domestic animal"""" """"objects"""" -> """"title""""""===>""""""* Animal type"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""title""","""objects"" -> tags"" -> ""name""","""""""domestic animal"""" """"objects"""" -> """"title""""""","""Animal type""","""""""* Animal type"""" """"objects"""" -> tags"""" -> """"name""""""","""* Animal type""",,Samy Boutouis,
"""Duarte de Armas' horse (Only if not mounted)""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""domestic animal"""" """"objects"""" -> """"title""""""===>""""""Duarte de Armas' horse (Only if not mounted)"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""domestic animal"""" """"objects"""" -> """"title""""""","""Duarte de Armas' horse (Only if not mounted)""","""""""Duarte de Armas' horse (Only if not mounted)"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Duarte de Armas' horse (Only if not mounted)""",,Samy Boutouis,
"""Sheep""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""domestic animal"""" """"objects"""" -> """"title""""""===>""""""Sheep"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""domestic animal"""" """"objects"""" -> """"title""""""","""Sheep""","""""""Sheep"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Sheep""",,Samy Boutouis,
"""Bird""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""domestic animal"""" """"objects"""" -> """"title""""""===>""""""Bird"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""domestic animal"""" """"objects"""" -> """"title""""""","""Bird""","""""""Bird"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Bird""",,Samy Boutouis,
"""Pack horse""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""domestic animal"""" """"objects"""" -> """"title""""""===>""""""Pack Horse"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""domestic animal"""" """"objects"""" -> """"title""""""","""Pack horse""","""""""Pack Horse"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Pack Horse""",,Samy Boutouis,
"""Complete or partially occluded""-""objects"" -> ""classifications"" -> ""title""-""""""domestic animal"""" """"objects"""" -> """"title""""""===>""""""* Partially occluded or Complete?"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""title""","""objects"" -> tags"" -> ""name""","""""""domestic animal"""" """"objects"""" -> """"title""""""","""Complete or partially occluded""","""""""* Partially occluded or Complete?"""" """"objects"""" -> tags"""" -> """"name""""""","""* Partially occluded or Complete?""",,Samy Boutouis,
"""Complete""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""domestic animal"""" """"objects"""" -> """"title""""""===>""""""Complete"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""domestic animal"""" """"objects"""" -> """"title""""""","""Complete""","""""""Complete"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Complete""",,Samy Boutouis,
"""Partially occluded""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""domestic animal"""" """"objects"""" -> """"title""""""===>""""""Partially Occluded"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""domestic animal"""" """"objects"""" -> """"title""""""","""Partially occluded""","""""""Partially Occluded"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Partially Occluded""",,Samy Boutouis,
"""Singular or a sample from a group?""-""objects"" -> ""classifications"" -> ""title""-""""""rock"""" """"objects"""" -> """"title""""""===>""""""* Singular or sample from a group?"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""title""","""objects"" -> tags"" -> ""name""","""""""rock"""" """"objects"""" -> """"title""""""","""Singular or a sample from a group?""","""""""* Singular or sample from a group?"""" """"objects"""" -> tags"""" -> """"name""""""","""* Singular or sample from a group?""",,Samy Boutouis,
"""Single""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""rock"""" """"objects"""" -> """"title""""""===>""""""Single"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""rock"""" """"objects"""" -> """"title""""""","""Single""","""""""Single"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Single""",,Samy Boutouis,
"""A sample from a large group""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""rock"""" """"objects"""" -> """"title""""""===>""""""Sample from a group"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""rock"""" """"objects"""" -> """"title""""""","""A sample from a large group""","""""""Sample from a group"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Sample from a group""",,Samy Boutouis,
"""Complete or partially occluded""-""objects"" -> ""classifications"" -> ""title""-""""""rock"""" """"objects"""" -> """"title""""""===>""""""* Partially occluded or Complete?"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""title""","""objects"" -> tags"" -> ""name""","""""""rock"""" """"objects"""" -> """"title""""""","""Complete or partially occluded""","""""""* Partially occluded or Complete?"""" """"objects"""" -> tags"""" -> """"name""""""","""* Partially occluded or Complete?""",,Samy Boutouis,
"""Complete""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""rock"""" """"objects"""" -> """"title""""""===>""""""Complete"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""rock"""" """"objects"""" -> """"title""""""","""Complete""","""""""Complete"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Complete""",,Samy Boutouis,
"""Partially occluded""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""rock"""" """"objects"""" -> """"title""""""===>""""""Partially Occluded"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""rock"""" """"objects"""" -> """"title""""""","""Partially occluded""","""""""Partially Occluded"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Partially Occluded""",,Samy Boutouis,
"""architecture category""-""objects"" -> ""classifications"" -> ""title""-""""""containers"""" """"objects"""" -> """"title""""""===>""""""* Container type"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""title""","""objects"" -> tags"" -> ""name""","""""""containers"""" """"objects"""" -> """"title""""""","""architecture category""","""""""* Container type"""" """"objects"""" -> tags"""" -> """"name""""""","""* Container type""",,Samy Boutouis,
"""Fortification container""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""containers"""" """"objects"""" -> """"title""""""===>""""""Labelbox Container"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""containers"""" """"objects"""" -> """"title""""""","""Fortification container""","""""""Labelbox Container"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Labelbox Container""",,Samy Boutouis,
"""House container""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""containers"""" """"objects"""" -> """"title""""""===>""""""Labelbox Container"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""containers"""" """"objects"""" -> """"title""""""","""House container""","""""""Labelbox Container"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Labelbox Container""",,Samy Boutouis,
"""Natural landscape container""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""containers"""" """"objects"""" -> """"title""""""===>""""""Labelbox Container"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""containers"""" """"objects"""" -> """"title""""""","""Natural landscape container""","""""""Labelbox Container"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Labelbox Container""",,Samy Boutouis,
"""Religious building container""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""containers"""" """"objects"""" -> """"title""""""===>""""""Labelbox Container"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""containers"""" """"objects"""" -> """"title""""""","""Religious building container""","""""""Labelbox Container"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Labelbox Container""",,Samy Boutouis,
"""Mill, bridge, gallows, or other structure container""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""containers"""" """"objects"""" -> """"title""""""===>""""""Labelbox Container"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""containers"""" """"objects"""" -> """"title""""""","""Mill, bridge, gallows, or other structure container""","""""""Labelbox Container"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Labelbox Container""",,Samy Boutouis,
"""tower, wall, keep, gate -  Trace around all parts of a single piece: i.e. an entire tower with front, side and roof.-""objects"" -> ""classifications"" -> ""title""-""""""containers"""" """"objects"""" -> """"title""""""===>""""""* Container type"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""title""","""objects"" -> tags"" -> ""name""","""""""containers"""" """"objects"""" -> """"title""""""","""tower, wall, keep, gate -  Trace around all parts of a single piece: i.e. an entire tower with front, side and roof.","""""""* Container type"""" """"objects"""" -> tags"""" -> """"name""""""","""* Container type""",,Samy Boutouis,
"""tower""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""containers"""" """"objects"""" -> """"title""""""===>""""""Labelbox Container"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""containers"""" """"objects"""" -> """"title""""""","""tower""","""""""Labelbox Container"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Labelbox Container""",,Samy Boutouis,
"""keep""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""containers"""" """"objects"""" -> """"title""""""===>""""""Labelbox Container"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""containers"""" """"objects"""" -> """"title""""""","""keep""","""""""Labelbox Container"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Labelbox Container""",,Samy Boutouis,
"""wall""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""containers"""" """"objects"""" -> """"title""""""===>""""""Labelbox Container"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""containers"""" """"objects"""" -> """"title""""""","""wall""","""""""Labelbox Container"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Labelbox Container""",,Samy Boutouis,
"""gate""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""containers"""" """"objects"""" -> """"title""""""===>""""""Labelbox Container"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""containers"""" """"objects"""" -> """"title""""""","""gate""","""""""Labelbox Container"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Labelbox Container""",,Samy Boutouis,
"""interior building""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""containers"""" """"objects"""" -> """"title""""""===>""""""Labelbox Container"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""containers"""" """"objects"""" -> """"title""""""","""interior building""","""""""Labelbox Container"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Labelbox Container""",,Samy Boutouis,
"""breteche""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""containers"""" """"objects"""" -> """"title""""""===>""""""Labelbox Container"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""containers"""" """"objects"""" -> """"title""""""","""breteche""","""""""Labelbox Container"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Labelbox Container""",,Samy Boutouis,
"""corbeled turret""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""containers"""" """"objects"""" -> """"title""""""===>""""""Labelbox Container"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""containers"""" """"objects"""" -> """"title""""""","""corbeled turret""","""""""Labelbox Container"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Labelbox Container""",,Samy Boutouis,
"""chimney""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""containers"""" """"objects"""" -> """"title""""""===>""""""Labelbox Container"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""containers"""" """"objects"""" -> """"title""""""","""chimney""","""""""Labelbox Container"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Labelbox Container""",,Samy Boutouis,
"""Landscape container types - Trace over entire composite areas - (Most rivers will not need to be contained unless they are broken by a bridge)""-""objects"" -> ""classifications"" -> ""title""-""""""containers"""" """"objects"""" -> """"title""""""===>""""""* Container type"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""title""","""objects"" -> tags"" -> ""name""","""""""containers"""" """"objects"""" -> """"title""""""","""Landscape container types - Trace over entire composite areas - (Most rivers will not need to be contained unless they are broken by a bridge)""","""""""* Container type"""" """"objects"""" -> tags"""" -> """"name""""""","""* Container type""",,Samy Boutouis,
"""bodies of water""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""containers"""" """"objects"""" -> """"title""""""===>""""""Labelbox Container"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""containers"""" """"objects"""" -> """"title""""""","""bodies of water""","""""""Labelbox Container"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Labelbox Container""",,Samy Boutouis,
"""landforms""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""containers"""" """"objects"""" -> """"title""""""===>""""""Labelbox Container"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""containers"""" """"objects"""" -> """"title""""""","""landforms""","""""""Labelbox Container"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Labelbox Container""",,Samy Boutouis,
"""vegetation""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""containers"""" """"objects"""" -> """"title""""""===>""""""Labelbox Container"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""containers"""" """"objects"""" -> """"title""""""","""vegetation""","""""""Labelbox Container"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Labelbox Container""",,Samy Boutouis,
"""Landform types - draw around all contiguous forms - If a large group, trace at least four individual features  in their original category before containing them.""-""objects"" -> ""classifications"" -> ""title""-""""""containers"""" """"objects"""" -> """"title""""""===>""""""* Landform type"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""title""","""objects"" -> tags"" -> ""name""","""""""containers"""" """"objects"""" -> """"title""""""","""Landform types - draw around all contiguous forms - If a large group, trace at least four individual features  in their original category before containing them.""","""""""* Landform type"""" """"objects"""" -> tags"""" -> """"name""""""","""* Landform type""",,Samy Boutouis,
"""hill (rounded)""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""containers"""" """"objects"""" -> """"title""""""===>""""""Hill"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""containers"""" """"objects"""" -> """"title""""""","""hill (rounded)""","""""""Hill"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Hill""",,Samy Boutouis,
"""mountain (craggy)""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""containers"""" """"objects"""" -> """"title""""""===>""""""Mountain (craggy)"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""containers"""" """"objects"""" -> """"title""""""","""mountain (craggy)""","""""""Mountain (craggy)"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Mountain (craggy)""",,Samy Boutouis,
"""beach (stippled)""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""containers"""" """"objects"""" -> """"title""""""===>""""""Beach (stippled)"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""containers"""" """"objects"""" -> """"title""""""","""beach (stippled)""","""""""Beach (stippled)"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Beach (stippled)""",,Samy Boutouis,
"""field (fenced)""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""containers"""" """"objects"""" -> """"title""""""===>""""""Labelbox Container"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""containers"""" """"objects"""" -> """"title""""""","""field (fenced)""","""""""Labelbox Container"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Labelbox Container""",,Samy Boutouis,
"""cliff (collections of rocks)""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""containers"""" """"objects"""" -> """"title""""""===>""""""(Landform container) Cliff - (Collection of rocks)"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""containers"""" """"objects"""" -> """"title""""""","""cliff (collections of rocks)""","""""""(Landform container) Cliff - (Collection of rocks)"""" """"objects"""" -> """"tags"""" -> """"value""""""","""(Landform container) Cliff - (Collection of rocks)""",,Samy Boutouis,
"""plain (unfenced field, vacant land)""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""containers"""" """"objects"""" -> """"title""""""===>""""""Plain (unfenced field, vacant land)"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""containers"""" """"objects"""" -> """"title""""""","""plain (unfenced field, vacant land)""","""""""Plain (unfenced field, vacant land)"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Plain (unfenced field, vacant land)""",,Samy Boutouis,
"""vegetation type""-""objects"" -> ""classifications"" -> ""title""-""""""containers"""" """"objects"""" -> """"title""""""===>""""""* Container type"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""title""","""objects"" -> tags"" -> ""name""","""""""containers"""" """"objects"""" -> """"title""""""","""vegetation type""","""""""* Container type"""" """"objects"""" -> tags"""" -> """"name""""""","""* Container type""",,Samy Boutouis,
"""woods""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""containers"""" """"objects"""" -> """"title""""""===>""""""Trees"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""containers"""" """"objects"""" -> """"title""""""","""woods""","""""""Trees"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Trees""",,Samy Boutouis,
"""bushes""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""containers"""" """"objects"""" -> """"title""""""===>""""""Trees"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""containers"""" """"objects"""" -> """"title""""""","""bushes""","""""""Trees"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Trees""",,Samy Boutouis,
"""reed (plant)""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""containers"""" """"objects"""" -> """"title""""""===>""""""Reeds"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""containers"""" """"objects"""" -> """"title""""""","""reed (plant)""","""""""Reeds"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Reeds""",,Samy Boutouis,
"""crops""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""containers"""" """"objects"""" -> """"title""""""===>""""""Labelbox Container"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""containers"""" """"objects"""" -> """"title""""""","""crops""","""""""Labelbox Container"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Labelbox Container""",,Samy Boutouis,
"""short grass""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""containers"""" """"objects"""" -> """"title""""""===>""""""Short Grass"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""containers"""" """"objects"""" -> """"title""""""","""short grass""","""""""Short Grass"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Short Grass""",,Samy Boutouis,
"""Draw a line of a straight distance that you know in the image with two points, then enter the number of meters in numeric form only: EX: 12.3""-""objects"" -> ""classifications"" -> ""title""-""""""scale bar"""" """"objects"""" -> """"title""""""===>""""""Length in meters"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""title""","""objects"" -> tags"" -> ""name""","""""""scale bar"""" """"objects"""" -> """"title""""""","""Draw a line of a straight distance that you know in the image with two points, then enter the number of meters in numeric form only: EX: 12.3""","""""""Length in meters"""" """"objects"""" -> tags"""" -> """"name""""""","""Length in meters""",,Samy Boutouis,
"""paste latitude, then a comma, then a space, then the longitude for a known point""-""objects"" -> ""classifications"" -> ""title""-""""""Latitude and Longitude of known points """"objects"""" -> """"title""""""===>""""""Latitude and Longitude"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""title""","""objects"" -> tags"" -> ""name""","""""""Latitude and Longitude of known points """"objects"""" -> """"title""""""","""paste latitude, then a comma, then a space, then the longitude for a known point""","""""""Latitude and Longitude"""" """"objects"""" -> tags"""" -> """"name""""""","""Latitude and Longitude""",,Samy Boutouis,
"""Type""-""objects"" -> ""classifications"" -> ""title""-""""""Secondary Site (Background castles and ruins) """"objects"""" -> """"title""""""===>""""""* Secondary Site Type"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""title""","""objects"" -> tags"" -> ""name""","""""""Secondary Site (Background castles and ruins) """"objects"""" -> """"title""""""","""Type""","""""""* Secondary Site Type"""" """"objects"""" -> tags"""" -> """"name""""""","""* Secondary Site Type""",,Samy Boutouis,
"""Background fortress - Castile""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""Secondary Site (Background castles and ruins) """"objects"""" -> """"title""""""===>""""""Background fortress - Castile"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""Secondary Site (Background castles and ruins) """"objects"""" -> """"title""""""","""Background fortress - Castile""","""""""Background fortress - Castile"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Background fortress - Castile""",,Samy Boutouis,
